traj_id,data_id,maneuver_label
0,0,1
0,1,1
0,2,1
0,3,1
0,4,0
0,5,1
0,6,1
0,7,1
0,8,1
0,9,0
0,10,1
0,11,1
0,12,0
0,13,0
0,14,1
0,15,0
0,16,0
0,17,1
0,18,1
0,19,1
0,20,0
0,21,1
0,22,0
0,23,1
0,24,1
0,25,1
0,26,0
0,27,0
0,28,1
0,29,1
0,30,1
0,31,0
0,32,1
0,33,1
0,34,0
0,35,0
0,36,0
0,37,1
0,38,1
0,39,0
0,40,0
0,41,1
0,42,0
0,43,0
0,44,0
0,45,1
0,46,1
0,47,0
0,48,0
0,49,0
0,50,0
0,51,0
0,52,1
0,53,0
0,54,0
0,55,0
0,56,0
0,57,0
0,58,0
0,59,0
0,60,0
0,61,0
0,62,0
0,63,0
0,64,0
0,65,0
0,66,0
0,67,0
0,68,0
0,69,0
0,70,1
0,71,1
0,72,1
0,73,0
0,74,0
0,75,0
0,76,0
0,77,0
0,78,0
0,79,0
0,80,0
0,81,0
0,82,1
0,83,0
0,84,0
0,85,0
0,86,0
0,87,0
0,88,0
0,89,0
0,90,0
0,91,0
0,92,0
0,93,0
0,94,0
0,95,0
0,96,0
0,97,0
0,98,0
0,99,0
1,0,0
1,1,0
1,2,0
1,3,0
1,4,0
1,5,0
1,6,0
1,7,0
1,8,1
1,9,1
1,10,1
1,11,1
1,12,0
1,13,0
1,14,1
1,15,1
1,16,1
1,17,1
1,18,1
1,19,1
1,20,1
1,21,1
1,22,1
1,23,0
1,24,1
1,25,1
1,26,1
1,27,0
1,28,0
1,29,1
1,30,0
1,31,1
1,32,0
1,33,0
1,34,0
1,35,1
1,36,1
1,37,1
1,38,1
1,39,1
1,40,0
1,41,1
1,42,1
1,43,1
1,44,0
1,45,0
1,46,0
1,47,0
1,48,1
1,49,1
1,50,0
1,51,1
1,52,1
1,53,0
1,54,1
1,55,0
1,56,0
1,57,0
1,58,0
1,59,1
1,60,0
1,61,1
1,62,0
1,63,0
1,64,0
1,65,0
1,66,0
