num_traj,data_id,label,lateral_friction_coef,lateral_friction_coef_perturb,lateral_friction_coef_perturb_0.2,lateral_friction_coef_perturb_0.5,lateral_friction_coef_perturb_1.0
0.0,0.0,1.0,0.2994690225657105,0.23117820661729607,0.4033879684343643,0.3631239081788835,0.19981334433009418
0.0,1.0,1.0,0.2994690225657105,0.23117820661729607,0.4033879684343643,0.3631239081788835,0.19981334433009418
0.0,2.0,1.0,0.2994690225657105,0.23117820661729607,0.4033879684343643,0.3631239081788835,0.19981334433009418
0.0,3.0,1.0,0.2994690225657105,0.23117820661729607,0.4033879684343643,0.3631239081788835,0.19981334433009418
0.0,4.0,1.0,0.2994690225657105,0.23117820661729607,0.4033879684343643,0.3631239081788835,0.19981334433009418
0.0,5.0,1.0,0.2994690225657105,0.23117820661729607,0.4033879684343643,0.3631239081788835,0.19981334433009418
0.0,6.0,1.0,0.2994690225657105,0.23117820661729607,0.4033879684343643,0.3631239081788835,0.19981334433009418
0.0,7.0,1.0,0.2994690225657105,0.23117820661729607,0.4033879684343643,0.3631239081788835,0.19981334433009418
0.0,8.0,0.0,0.2994690225657105,0.23117820661729607,0.4033879684343643,0.3631239081788835,0.19981334433009418
0.0,9.0,1.0,0.2994690225657105,0.23117820661729607,0.4033879684343643,0.3631239081788835,0.19981334433009418
1.0,0.0,1.0,0.2708104787418093,0.27275188567205033,0.23559168957974858,0.5263263956995903,0.6053637364443505
1.0,1.0,1.0,0.2708104787418093,0.27275188567205033,0.23559168957974858,0.5263263956995903,0.6053637364443505
1.0,2.0,1.0,0.2708104787418093,0.27275188567205033,0.23559168957974858,0.5263263956995903,0.6053637364443505
1.0,3.0,1.0,0.2708104787418093,0.27275188567205033,0.23559168957974858,0.5263263956995903,0.6053637364443505
1.0,4.0,1.0,0.2708104787418093,0.27275188567205033,0.23559168957974858,0.5263263956995903,0.6053637364443505
1.0,5.0,1.0,0.2708104787418093,0.27275188567205033,0.23559168957974858,0.5263263956995903,0.6053637364443505
1.0,6.0,1.0,0.2708104787418093,0.27275188567205033,0.23559168957974858,0.5263263956995903,0.6053637364443505
1.0,7.0,0.0,0.2708104787418093,0.27275188567205033,0.23559168957974858,0.5263263956995903,0.6053637364443505
1.0,8.0,0.0,0.2708104787418093,0.27275188567205033,0.23559168957974858,0.5263263956995903,0.6053637364443505
1.0,9.0,0.0,0.2708104787418093,0.27275188567205033,0.23559168957974858,0.5263263956995903,0.6053637364443505
2.0,0.0,1.0,0.32063068547275275,0.3338243127212298,0.35842249832319995,0.13777300566188913,0.49053156310330953
2.0,1.0,1.0,0.32063068547275275,0.3338243127212298,0.35842249832319995,0.13777300566188913,0.49053156310330953
2.0,2.0,1.0,0.32063068547275275,0.3338243127212298,0.35842249832319995,0.13777300566188913,0.49053156310330953
2.0,3.0,1.0,0.32063068547275275,0.3338243127212298,0.35842249832319995,0.13777300566188913,0.49053156310330953
2.0,4.0,1.0,0.32063068547275275,0.3338243127212298,0.35842249832319995,0.13777300566188913,0.49053156310330953
2.0,5.0,0.0,0.32063068547275275,0.3338243127212298,0.35842249832319995,0.13777300566188913,0.49053156310330953
2.0,6.0,1.0,0.32063068547275275,0.3338243127212298,0.35842249832319995,0.13777300566188913,0.49053156310330953
2.0,7.0,0.0,0.32063068547275275,0.3338243127212298,0.35842249832319995,0.13777300566188913,0.49053156310330953
2.0,8.0,0.0,0.32063068547275275,0.3338243127212298,0.35842249832319995,0.13777300566188913,0.49053156310330953
2.0,9.0,0.0,0.32063068547275275,0.3338243127212298,0.35842249832319995,0.13777300566188913,0.49053156310330953
3.0,0.0,1.0,0.22548590798438664,0.2980198887226845,0.29474009788949984,0.6037672928703016,0.8541764206236128
3.0,1.0,1.0,0.22548590798438664,0.2980198887226845,0.29474009788949984,0.6037672928703016,0.8541764206236128
3.0,2.0,1.0,0.22548590798438664,0.2980198887226845,0.29474009788949984,0.6037672928703016,0.8541764206236128
3.0,3.0,1.0,0.22548590798438664,0.2980198887226845,0.29474009788949984,0.6037672928703016,0.8541764206236128
3.0,4.0,1.0,0.22548590798438664,0.2980198887226845,0.29474009788949984,0.6037672928703016,0.8541764206236128
3.0,5.0,1.0,0.22548590798438664,0.2980198887226845,0.29474009788949984,0.6037672928703016,0.8541764206236128
3.0,6.0,1.0,0.22548590798438664,0.2980198887226845,0.29474009788949984,0.6037672928703016,0.8541764206236128
3.0,7.0,0.0,0.22548590798438664,0.2980198887226845,0.29474009788949984,0.6037672928703016,0.8541764206236128
3.0,8.0,0.0,0.22548590798438664,0.2980198887226845,0.29474009788949984,0.6037672928703016,0.8541764206236128
3.0,9.0,0.0,0.22548590798438664,0.2980198887226845,0.29474009788949984,0.6037672928703016,0.8541764206236128
4.0,0.0,1.0,0.22016921305140677,0.14978356717598373,0.3789836985438183,0.39899963622917756,1.1279319563595611
4.0,1.0,1.0,0.22016921305140677,0.14978356717598373,0.3789836985438183,0.39899963622917756,1.1279319563595611
4.0,2.0,1.0,0.22016921305140677,0.14978356717598373,0.3789836985438183,0.39899963622917756,1.1279319563595611
4.0,3.0,1.0,0.22016921305140677,0.14978356717598373,0.3789836985438183,0.39899963622917756,1.1279319563595611
4.0,4.0,1.0,0.22016921305140677,0.14978356717598373,0.3789836985438183,0.39899963622917756,1.1279319563595611
4.0,5.0,1.0,0.22016921305140677,0.14978356717598373,0.3789836985438183,0.39899963622917756,1.1279319563595611
4.0,6.0,1.0,0.22016921305140677,0.14978356717598373,0.3789836985438183,0.39899963622917756,1.1279319563595611
4.0,7.0,0.0,0.22016921305140677,0.14978356717598373,0.3789836985438183,0.39899963622917756,1.1279319563595611
4.0,8.0,1.0,0.22016921305140677,0.14978356717598373,0.3789836985438183,0.39899963622917756,1.1279319563595611
4.0,9.0,1.0,0.22016921305140677,0.14978356717598373,0.3789836985438183,0.39899963622917756,1.1279319563595611
5.0,0.0,1.0,0.3183203889238354,0.31923694385040174,0.45196697782863066,0.3740499138126136,0.3924104950551899
