num_traj,data_id,label,lateral_friction_coef
3,0,1,1.071024214084889
3,1,1,1.071024214084889
3,2,1,1.071024214084889
3,3,1,1.071024214084889
3,4,0,1.071024214084889
3,5,0,1.071024214084889
3,6,0,1.071024214084889
3,7,0,1.071024214084889
3,8,0,1.071024214084889
3,9,0,1.071024214084889
4,0,1,0.9511142716663985
4,1,1,0.9511142716663985
4,2,1,0.9511142716663985
4,3,1,0.9511142716663985
4,4,0,0.9511142716663985
4,5,0,0.9511142716663985
4,6,0,0.9511142716663985
4,7,0,0.9511142716663985
4,8,0,0.9511142716663985
4,9,0,0.9511142716663985
5,0,1,1.397176496327776
5,1,0,1.397176496327776
5,2,1,1.397176496327776
5,3,1,1.397176496327776
5,4,1,1.397176496327776
5,5,1,1.397176496327776
5,6,1,1.397176496327776
5,7,1,1.397176496327776
5,8,1,1.397176496327776
5,9,1,1.397176496327776
6,0,0,0.4801014801449437
6,1,0,0.4801014801449437
6,2,0,0.4801014801449437
6,3,0,0.4801014801449437
6,4,0,0.4801014801449437
6,5,0,0.4801014801449437
6,6,0,0.4801014801449437
6,7,0,0.4801014801449437
6,8,0,0.4801014801449437
6,9,0,0.4801014801449437
7,0,1,1.0843941012105813
7,1,1,1.0843941012105813
7,2,1,1.0843941012105813
7,3,1,1.0843941012105813
7,4,1,1.0843941012105813
7,5,0,1.0843941012105813
7,6,0,1.0843941012105813
7,7,0,1.0843941012105813
7,8,0,1.0843941012105813
7,9,0,1.0843941012105813
8,0,0,0.4962166355050367
8,1,0,0.4962166355050367
8,2,0,0.4962166355050367
8,3,0,0.4962166355050367
8,4,0,0.4962166355050367
8,5,0,0.4962166355050367
8,6,0,0.4962166355050367
8,7,0,0.4962166355050367
8,8,0,0.4962166355050367
8,9,0,0.4962166355050367
9,0,0,0.5479395857881328
9,1,0,0.5479395857881328
9,2,0,0.5479395857881328
9,3,0,0.5479395857881328
9,4,0,0.5479395857881328
9,5,0,0.5479395857881328
9,6,0,0.5479395857881328
9,7,0,0.5479395857881328
9,8,0,0.5479395857881328
9,9,0,0.5479395857881328
10,0,1,1.3261174016493567
10,1,0,1.3261174016493567
10,2,1,1.3261174016493567
10,3,1,1.3261174016493567
10,4,1,1.3261174016493567
10,5,1,1.3261174016493567
10,6,1,1.3261174016493567
10,7,1,1.3261174016493567
10,8,1,1.3261174016493567
10,9,1,1.3261174016493567
11,0,1,1.0701231330531553
11,1,1,1.0701231330531553
11,2,1,1.0701231330531553
11,3,1,1.0701231330531553
11,4,1,1.0701231330531553
11,5,0,1.0701231330531553
11,6,0,1.0701231330531553
11,7,0,1.0701231330531553
11,8,0,1.0701231330531553
11,9,0,1.0701231330531553
12,0,1,0.7022554410984285
12,1,1,0.7022554410984285
12,2,0,0.7022554410984285
12,3,0,0.7022554410984285
12,4,0,0.7022554410984285
12,5,0,0.7022554410984285
12,6,0,0.7022554410984285
12,7,0,0.7022554410984285
12,8,0,0.7022554410984285
